,koi_disposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,ra,dec,koi_kepmag
1460,CONFIRMED,0,0,0,0,26.0203329,154.5286,0.00624,-0.00624,0.704,4.965,0.147,-0.147,1164.4,4.53,675.0,49.09,23.7,5624.0,84.0,-75.0,4.218,0.188,-0.101,1.244,290.47452,37.766602,15.889
1461,CONFIRMED,0,0,0,0,0.769854899,132.51944,0.00126,-0.00126,0.705,1.0243,0.0449,-0.0449,109.6,0.93,1650.0,1756.8,28.7,5173.0,155.0,-139.0,4.55,0.039,-0.091,0.822,293.1311,45.663551,13.829
1462,CONFIRMED,0,0,0,0,6.89226333,132.4644,0.00283,-0.00283,0.061,2.4921,0.0997,-0.0997,214.4,2.13,1156.0,422.14,22.4,5862.0,79.0,-79.0,4.148,0.176,-0.095,1.463,281.83145,42.298908,14.207
1463,CONFIRMED,0,0,0,0,8.07127043,137.76604,0.00577,-0.00577,0.271,2.393,0.156,-0.156,318.2,1.53,856.0,126.94,16.9,5766.0,155.0,-172.0,4.517,0.06,-0.18,0.853,292.83215,48.21936,15.553
1464,CONFIRMED,0,0,0,0,11.01819178,139.87858,0.00595,-0.00595,0.883,4.635,0.148,-0.148,545.7,2.64,840.0,117.97,22.0,6075.0,168.0,-210.0,4.486,0.052,-0.208,0.969,285.72079,40.85696,15.832
1465,CONFIRMED,0,0,0,0,30.9505927,153.84507,0.00547,-0.00547,0.958,5.394,0.208,-0.208,301.4,1.51,428.0,7.91,23.2,4983.0,100.0,-100.0,4.66,0.017,-0.052,0.651,286.75278,49.064911,14.139
1466,FALSE POSITIVE,0,1,1,0,3.979867514,132.071233,0.000892,-0.000892,1.216,2.3607,0.0476,-0.0476,907.6,26.5,1173.0,446.89,65.2,6032.0,168.0,-210.0,4.485,0.054,-0.216,0.973,295.6402,40.794842,14.782
1467,CONFIRMED,0,0,0,0,9.69310837,134.53003,0.00286,-0.00286,0.534,2.734,0.0772,-0.0772,1130.7,2.12,609.0,32.4,30.4,4818.0,173.0,-173.0,4.639,0.059,-0.036,0.618,291.80801,38.6227,15.914
1468,FALSE POSITIVE,0,1,0,0,24.2598301,132.47982,0.00511,-0.00511,1.244,3.897,0.218,-0.218,1540.3,25.42,547.0,21.13,26.3,5485.0,182.0,-182.0,4.574,0.036,-0.144,0.805,286.94415,42.580631,15.962
1469,FALSE POSITIVE,0,1,0,0,116.5214317,144.13378,0.0052,-0.0052,1.26,5.577,0.266,-0.266,771.5,44.41,457.0,10.33,25.0,6056.0,134.0,-122.0,4.179,0.168,-0.112,1.411,286.37,37.552521,13.806
1470,CONFIRMED,0,0,0,0,0.813166357,131.82536,0.00149,-0.00149,0.06,1.4122,0.0501,-0.0501,173.5,1.14,1693.0,1945.44,34.8,5237.0,73.0,-84.0,4.5,0.048,-0.072,0.887,287.94562,39.230572,14.113
1471,CONFIRMED,0,0,0,0,24.08632177,148.20086,0.0029,-0.0029,0.802,2.236,0.117,-0.117,1041.7,2.78,500.0,14.78,18.0,4973.0,181.0,-161.0,4.537,0.071,-0.052,0.768,281.69397,46.946449,15.464
1472,FALSE POSITIVE,0,1,1,0,17.40208965,141.93057,0.00432,-0.00432,1.216,3.745,0.22,-0.22,616.5,16.37,422.0,7.49,20.9,4098.0,82.0,-82.0,4.662,0.022,-0.022,0.615,291.37744,47.21257,15.245
1473,CONFIRMED,0,0,0,0,37.9456138,134.78331,0.00459,-0.00459,0.263,4.093,0.127,-0.127,1032.9,2.79,515.0,16.61,24.0,5861.0,157.0,-174.0,4.546,0.037,-0.2,0.865,289.1427,46.812889,15.939
1474,FALSE POSITIVE,1,0,0,0,1.141877248,170.3386848,4.62e-05,-4.62e-05,0.598,4.33931,0.00301,-0.00301,309490.0,88.62,2184.0,5358.79,2036.3,6158.0,169.0,-188.0,4.152,0.286,-0.176,1.368,285.39404,38.904911,13.418
1475,FALSE POSITIVE,0,1,1,1,5.77675928,143.09616,0.00224,-0.00224,1.272,6.789,0.425,-0.425,3522.5,32.77,954.0,195.79,141.4,5544.0,166.0,-166.0,4.435,0.157,-0.21,0.875,298.80206,44.420349,14.572
1476,CONFIRMED,0,0,0,0,24.1738244,135.62471,0.00445,-0.00445,0.251,3.056,0.117,-0.117,532.6,2.21,595.0,29.69,21.5,5468.0,73.0,-82.0,4.427,0.09,-0.09,0.968,297.91974,45.274158,15.056
1477,CONFIRMED,0,0,0,0,1.217000383,132.03128,0.00193,-0.00193,0.028,1.3285,0.0701,-0.0701,459.8,1.58,1314.0,707.61,26.5,4859.0,145.0,-145.0,4.545,0.072,-0.039,0.757,295.93842,49.791142,15.975
1478,CONFIRMED,0,0,0,0,13.6823798,139.18611,0.00598,-0.00598,0.595,4.153,0.176,-0.176,179.6,1.43,802.0,97.74,17.0,6102.0,165.0,-220.0,4.457,0.054,-0.216,1.026,295.06424,49.35899,14.5
1479,CONFIRMED,0,0,0,0,8.79618433,135.67645,0.00305,-0.00305,0.05,3.3781,0.0894,-0.0894,286.3,1.77,938.0,183.26,27.0,6142.0,147.0,-203.0,4.456,0.046,-0.184,1.046,295.46338,45.81274,15.159
1480,CONFIRMED,0,0,0,0,14.36270451,141.435,0.00432,-0.00432,0.272,4.564,0.119,-0.119,349.4,2.31,918.0,167.88,26.8,6643.0,161.0,-221.0,4.357,0.069,-0.173,1.216,296.96881,47.751492,14.612
1481,CONFIRMED,1,0,0,0,6.24667547,136.38688,0.00364,-0.00364,0.877,11.261,0.192,-0.192,396.8,14.93,1902.0,3095.83,63.6,4604.0,74.0,-54.0,2.936,0.013,-0.012,6.221,285.67288,44.11673,12.495
1482,CONFIRMED,0,0,0,0,2.344512589,132.87316,0.00217,-0.00217,0.803,1.4116,0.0603,-0.0603,58.9,0.97,1471.0,1106.25,21.9,5821.0,104.0,-116.0,4.328,0.126,-0.115,1.132,290.54364,47.725887,12.589
1483,CONFIRMED,0,0,0,0,5.766165573,134.01725,0.00107,-0.00107,0.017,3.8314,0.0296,-0.0296,364.8,2.27,1159.0,426.48,65.6,6038.0,121.0,-121.0,4.284,0.137,-0.112,1.191,291.11188,39.949108,14.247
1484,CONFIRMED,0,0,0,0,18.3027235,142.89166,0.00641,-0.00641,0.742,8.262,0.217,-0.217,186.7,2.72,902.0,156.71,24.7,5528.0,88.0,-77.0,3.892,0.12,-0.12,1.839,292.71445,44.082329,14.31
1485,CONFIRMED,0,0,0,0,2.888904439,132.15271,0.00186,-0.00186,0.77,1.6043,0.0622,-0.0622,402.2,1.68,976.0,215.06,23.7,4895.0,78.0,-78.0,4.589,0.018,-0.046,0.759,287.30283,39.289688,15.195
1486,CONFIRMED,0,0,0,0,17.14648756,140.66122,0.00459,-0.00459,0.918,4.2354,0.073,-0.073,440.3,3.64,811.0,102.24,28.3,5559.0,83.0,-72.0,4.127,0.21,-0.09,1.412,290.04327,47.25798,14.941
1487,CONFIRMED,0,0,0,0,16.09227518,142.51659,0.00331,-0.00331,0.932,2.1072,0.095,-0.095,128.5,0.98,503.0,15.15,18.1,4657.0,93.0,-93.0,4.641,0.012,-0.048,0.67,294.94858,46.438641,12.485
1488,CONFIRMED,0,0,0,0,62.7843981,157.30698,0.00453,-0.00453,0.272,4.81,0.143,-0.143,325.0,2.28,530.0,18.7,21.1,6053.0,121.0,-133.0,4.279,0.12,-0.12,1.26,295.70111,38.945831,13.358
1489,FALSE POSITIVE,1,0,0,0,5.24242029,133.23047,0.00765,-0.00765,0.863,6.413,0.185,-0.185,334.9,3.86,1367.0,825.0,20.1,5383.0,206.0,-187.0,3.824,0.791,-0.339,1.829,294.3847,46.157841,15.83
1490,CONFIRMED,0,0,0,0,35.9682692,138.66885,0.00345,-0.00345,0.883,2.839,0.108,-0.108,269.7,2.95,674.0,48.68,21.0,5883.0,79.0,-79.0,4.149,0.176,-0.095,1.529,292.80865,49.579441,13.848
1491,CONFIRMED,0,0,0,0,25.3690868,143.68699,0.00497,-0.00497,0.845,4.746,0.118,-0.118,110.1,1.67,755.0,76.9,21.6,6126.0,123.0,-136.0,4.224,0.13,-0.117,1.406,287.5849,49.154789,12.476
1492,CONFIRMED,0,0,0,0,42.3006282,168.77783,0.00372,-0.00372,0.269,4.372,0.135,-0.135,507.9,2.54,558.0,22.94,23.8,5852.0,70.0,-88.0,4.353,0.095,-0.116,1.129,289.40671,39.33884,14.766
1493,FALSE POSITIVE,0,1,0,0,0.838597429,141.537817,0.000145,-0.000145,1.274,1.68668,0.00855,-0.00855,2482.1,44.67,2278.0,6353.25,303.7,6366.0,70.0,-89.0,4.352,0.032,-0.12,1.236,294.9133,41.074711,14.784
1494,CONFIRMED,0,0,0,0,55.1866213,180.75953,0.00549,-0.00549,0.225,9.133,0.168,-0.168,375.5,2.47,568.0,24.56,36.2,6178.0,111.0,-135.0,4.269,0.125,-0.125,1.267,296.80344,46.74115,13.573
1495,FALSE POSITIVE,0,0,1,1,1.728528176,131.80851,0.00421,-0.00421,0.787,3.682,0.131,-0.131,197.6,5.07,2720.0,12977.86,26.2,6153.0,217.0,-217.0,3.597,0.616,-0.115,3.279,295.50107,40.410225,12.99
1496,CONFIRMED,0,0,0,0,14.97436238,141.50057,0.00265,-0.00265,0.092,2.4461,0.084,-0.084,265.4,1.28,631.0,37.53,24.9,5311.0,106.0,-106.0,4.532,0.055,-0.05,0.8,299.23694,45.834702,13.747
1497,CONFIRMED,0,0,0,0,3.97076603,134.63962,0.00232,-0.00232,0.775,1.814,0.07,-0.07,349.2,1.6,958.0,198.43,23.9,5178.0,153.0,-153.0,4.521,0.085,-0.076,0.778,295.30817,43.044411,15.443
1498,CONFIRMED,0,0,0,0,2.352273912,131.80267,0.00262,-0.00262,0.095,1.7389,0.0873,-0.0873,318.6,1.29,1019.0,255.03,20.4,4816.0,143.0,-143.0,4.608,0.02,-0.06,0.748,286.71661,47.425629,15.848
1499,FALSE POSITIVE,1,0,0,0,22.0425953,134.1281,0.0104,-0.0104,1.191,61.2018,0.0,0.0,348.0,28.78,760.0,78.85,90.4,5974.0,189.0,-210.0,4.216,0.258,-0.172,1.26,296.25507,42.53022,12.999
1500,CONFIRMED,0,0,0,0,106.247882,135.7435,0.0125,-0.0125,0.586,13.78,0.374,-0.374,397.4,2.01,377.0,4.75,24.0,5679.0,101.0,-112.0,4.435,0.076,-0.104,0.972,286.67145,49.406288,14.552
1501,CONFIRMED,0,0,0,0,8.508333104,134.785645,0.000965,-0.000965,0.004,3.4559,0.0353,-0.0353,646.5,2.6,909.0,161.66,93.4,5767.0,104.0,-115.0,4.396,0.09,-0.11,1.03,295.95135,43.852051,14.176
1502,CONFIRMED,0,0,0,0,12.94123564,139.89901,0.00484,-0.00484,0.028,4.636,0.133,-0.133,328.8,1.7,795.0,94.29,22.1,6119.0,182.0,-200.0,4.497,0.052,-0.208,0.938,296.85342,50.03735,15.012
1503,CONFIRMED,0,0,0,0,5.349791,133.8836,0.00412,-0.00412,0.867,4.279,0.116,-0.116,88.8,1.29,1156.0,422.79,23.3,6074.0,108.0,-145.0,4.368,0.051,-0.11,1.183,289.48581,50.94416,13.386
1504,CONFIRMED,0,0,0,0,5.26211833,136.37566,0.00403,-0.00403,0.71,3.244,0.12,-0.12,194.5,1.95,1166.0,436.61,20.3,5587.0,75.0,-75.0,4.188,0.188,-0.101,1.309,299.13617,45.86993,14.623
1505,CONFIRMED,0,0,0,0,12.1628195,137.52402,0.00423,-0.00423,0.971,2.3161,0.0877,-0.0877,306.3,3.14,882.0,142.77,15.2,5587.0,75.0,-75.0,4.188,0.188,-0.101,1.309,299.13617,45.86993,14.623
1506,CONFIRMED,0,0,0,0,23.5541012,144.21486,0.00549,-0.00549,0.536,7.3,0.159,-0.159,95.2,2.33,1381.0,859.63,29.9,9565.0,302.0,-416.0,4.088,0.171,-0.209,2.286,294.99176,40.144409,11.98
1507,CONFIRMED,0,0,0,0,41.6977582,134.24608,0.00368,-0.00368,0.018,5.513,0.112,-0.112,684.8,2.26,488.0,13.45,27.7,5730.0,153.0,-170.0,4.545,0.035,-0.184,0.87,291.93365,44.115501,15.265
1508,CONFIRMED,0,0,0,0,4.79029482,134.95277,0.00325,-0.00325,0.46,2.7219,0.09,-0.09,142.0,1.01,938.0,183.02,23.1,5412.0,72.0,-80.0,4.562,0.017,-0.099,0.843,292.08478,49.23748,14.102
1509,CONFIRMED,0,0,0,0,38.6715843,157.61988,0.00482,-0.00482,0.773,5.532,0.148,-0.148,599.3,2.45,502.0,15.03,25.2,5432.0,159.0,-159.0,4.42,0.147,-0.273,0.913,299.96567,44.160889,14.94
1510,CONFIRMED,0,0,0,0,8.32651854,135.58655,0.00464,-0.00464,0.782,5.483,0.113,-0.113,267.9,1.8,938.0,182.69,27.2,6057.0,189.0,-210.0,4.45,0.056,-0.224,1.0,297.01913,44.327518,15.06
1511,CONFIRMED,0,0,0,0,5.53533152,132.76087,0.00255,-0.00255,0.051,2.793,0.0792,-0.0792,260.6,1.75,1054.0,292.33,27.5,5588.0,75.0,-75.0,4.331,0.132,-0.108,1.1,289.388,50.59705,14.514
1512,CONFIRMED,0,0,0,0,16.7261969,143.74673,0.00675,-0.00675,0.496,2.708,0.227,-0.227,194.9,1.56,729.0,66.83,11.6,5588.0,75.0,-75.0,4.331,0.132,-0.108,1.1,289.388,50.59705,14.514
1513,CONFIRMED,0,0,0,0,21.58752788,142.96728,0.00271,-0.00271,0.009,4.4968,0.0789,-0.0789,336.8,2.18,747.0,73.42,34.0,6038.0,121.0,-121.0,4.284,0.137,-0.112,1.191,291.11188,39.949108,14.247
1514,CONFIRMED,0,0,0,0,3.2828024,131.89965,0.00318,-0.00318,0.159,3.2532,0.0925,-0.0925,142.5,1.79,1467.0,1093.39,24.4,5640.0,85.0,-77.0,4.087,0.203,-0.087,1.515,294.13791,42.370499,14.686
1515,CONFIRMED,0,0,0,0,2.685054445,132.60443,0.00138,-0.00138,0.762,1.0473,0.0482,-0.0482,252.7,1.46,1137.0,395.08,28.9,5266.0,158.0,-142.0,4.484,0.112,-0.182,0.829,284.09763,47.810638,14.077
1516,CONFIRMED,0,0,0,0,16.8600805,139.84916,0.00662,-0.00662,0.682,5.557,0.174,-0.174,273.4,1.71,765.0,80.9,22.4,6205.0,197.0,-219.0,4.419,0.101,-0.188,0.973,295.88751,43.156059,14.989
1517,CONFIRMED,0,0,0,0,1.54320541,131.5554,0.00191,-0.00191,0.217,2.5779,0.0539,-0.0539,91.2,1.23,1827.0,2636.85,35.2,5866.0,105.0,-117.0,4.2,0.182,-0.112,1.282,289.35867,50.59848,13.38
1518,CONFIRMED,0,0,0,0,49.5004725,139.04294,0.0057,-0.0057,0.162,5.772,0.162,-0.162,965.2,2.49,402.0,6.2,27.8,4954.0,79.0,-79.0,4.5,0.072,-0.023,0.828,291.2431,44.00872,15.565
1519,CONFIRMED,0,0,0,0,6.47539108,137.5825,0.00272,-0.00272,0.486,2.7048,0.0816,-0.0816,530.6,1.92,793.0,93.41,28.1,4954.0,79.0,-79.0,4.5,0.072,-0.023,0.828,291.2431,44.00872,15.565
1520,CONFIRMED,0,0,0,0,16.85825609,142.34289,0.00273,-0.00273,0.763,2.0728,0.0848,-0.0848,759.6,2.51,576.0,26.05,21.8,4954.0,79.0,-79.0,4.5,0.072,-0.023,0.828,291.2431,44.00872,15.565
1521,FALSE POSITIVE,0,1,0,0,3.132604547,136.010454,0.000394,-0.000394,1.251,3.6337,0.0226,-0.0226,9969.2,48.73,1444.0,1028.81,222.3,6248.0,168.0,-205.0,4.328,0.108,-0.201,1.181,289.26166,47.815521,13.499
1522,CONFIRMED,0,0,0,0,2.949029106,133.13832,0.00224,-0.00224,0.044,2.0311,0.0652,-0.0652,358.3,1.48,1027.0,263.92,29.3,4983.0,150.0,-135.0,4.512,0.084,-0.052,0.807,290.91449,42.286579,15.333
1523,CONFIRMED,0,0,0,0,37.8658964,134.36237,0.00454,-0.00454,0.18,4.782,0.134,-0.134,395.2,2.01,543.0,20.61,25.9,5757.0,78.0,-86.0,4.431,0.054,-0.126,1.017,291.77164,47.5299,14.5
1524,CONFIRMED,0,0,0,0,8.30865307,138.10788,0.00102,-0.00102,0.333,3.2747,0.0353,-0.0353,836.1,2.42,747.0,73.53,74.3,5022.0,80.0,-80.0,4.485,0.077,-0.033,0.849,291.6409,41.241039,14.817
1525,CONFIRMED,0,0,0,0,11.93205399,142.10648,0.0032,-0.0032,0.123,6.205,0.101,-0.101,178.5,1.83,905.0,158.22,32.3,5711.0,101.0,-113.0,4.221,0.149,-0.122,1.391,283.19208,41.305389,13.353
1526,CONFIRMED,0,0,0,0,7.54235832,132.96117,0.00413,-0.00413,0.318,4.73,0.113,-0.113,132.5,1.59,1054.0,292.19,25.8,5711.0,101.0,-113.0,4.221,0.149,-0.122,1.391,283.19208,41.305389,13.353
1527,CONFIRMED,0,0,0,0,5.02818253,134.10891,0.00361,-0.00361,0.3,3.526,0.102,-0.102,181.3,2.03,1272.0,620.0,26.1,5640.0,85.0,-77.0,4.087,0.203,-0.087,1.515,294.13791,42.370499,14.686
1528,CONFIRMED,0,0,0,0,1.897828815,132.6785,0.00293,-0.00293,0.227,2.7114,0.0743,-0.0743,132.4,1.73,1761.0,2278.95,27.2,5640.0,85.0,-77.0,4.087,0.203,-0.087,1.515,294.13791,42.370499,14.686
1529,CONFIRMED,0,0,0,0,10.62788695,137.81843,0.00608,-0.00608,0.473,4.576,0.172,-0.172,326.7,1.87,872.0,136.34,22.6,6082.0,189.0,-210.0,4.445,0.072,-0.217,1.014,292.54752,41.64296,15.401
1530,CONFIRMED,0,0,0,0,1.104462494,132.32134,0.00119,-0.00119,0.151,1.0458,0.0407,-0.0407,469.1,1.6,1397.0,898.79,35.3,5002.0,151.0,-136.0,4.543,0.078,-0.048,0.753,290.95355,45.719528,15.277
1531,CONFIRMED,0,0,0,0,4.89336495,133.6449,0.0062,-0.0062,0.218,3.485,0.169,-0.169,138.3,1.6,1374.0,842.45,15.9,6688.0,187.0,-281.0,4.304,0.075,-0.225,1.347,289.74731,39.523453,13.827
1532,CONFIRMED,0,0,0,0,11.17392077,134.70626,0.00505,-0.00505,0.025,3.307,0.16,-0.16,324.8,1.64,796.0,94.84,21.4,5911.0,160.0,-195.0,4.519,0.037,-0.2,0.914,296.30795,43.82135,15.356
1533,FALSE POSITIVE,0,1,0,0,0.512407185,132.240449,0.000835,-0.000835,0.301,1.0579,0.0299,-0.0299,329.2,1.03,1255.0,583.45,46.1,3862.0,77.0,-84.0,4.69,0.042,-0.018,0.563,282.28439,42.15419,14.78
1534,CONFIRMED,0,0,0,0,33.4178173,155.58781,0.00452,-0.00452,0.913,4.645,0.133,-0.133,1166.8,3.13,448.0,9.56,28.4,5136.0,153.0,-138.0,4.607,0.033,-0.077,0.744,283.16196,45.198311,15.824
1535,CONFIRMED,0,0,0,0,2.053341891,134.51606,0.00311,-0.00311,0.966,2.596,0.0661,-0.0661,65.5,1.44,1737.0,2154.14,23.2,6084.0,136.0,-136.0,4.204,0.168,-0.112,1.358,290.10196,48.251141,12.217
1536,CONFIRMED,0,0,0,0,18.78429232,137.88207,0.00338,-0.00338,0.658,3.1136,0.0994,-0.0994,1009.5,2.14,433.0,8.3,23.8,4243.0,84.0,-84.0,4.637,0.027,-0.02,0.641,295.25116,45.842972,15.561
1537,CONFIRMED,0,0,0,0,3.61460279,134.69521,0.00714,-0.00714,0.516,3.227,0.226,-0.226,64.8,1.14,1347.0,776.7,14.9,5711.0,101.0,-113.0,4.221,0.149,-0.122,1.391,283.19208,41.305389,13.353
1538,CONFIRMED,0,0,0,0,13.15140223,144.16237,0.00478,-0.00478,0.872,5.439,0.133,-0.133,97.8,1.87,1008.0,243.84,25.5,6154.0,111.0,-124.0,4.12,0.168,-0.126,1.636,297.78659,47.88612,12.071
1539,FALSE POSITIVE,0,1,1,0,7.47763833,133.40976,0.0034,-0.0034,0.012,2.5693,0.0803,-0.0803,110.0,2.05,1346.0,776.56,26.2,5957.0,164.0,-149.0,3.849,0.308,-0.132,1.953,300.22519,43.758179,11.539
1540,CONFIRMED,0,0,0,0,42.1918331,155.31211,0.00693,-0.00693,0.067,7.083,0.19,-0.19,488.7,2.35,526.0,18.08,25.7,5520.0,74.0,-74.0,4.339,0.138,-0.103,1.08,288.28052,46.3409,15.06
1541,CONFIRMED,0,0,0,0,3.73090026,132.89428,0.00342,-0.00342,0.822,2.9095,0.0933,-0.0933,191.2,1.48,1128.0,383.51,24.0,5709.0,77.0,-85.0,4.489,0.03,-0.12,0.95,294.18927,45.151581,14.966
1542,CONFIRMED,0,0,0,0,2.787874175,133.90417,0.00316,-0.00316,0.153,2.0348,0.098,-0.098,197.4,2.33,1432.0,993.06,22.2,4827.0,144.0,-129.0,3.942,0.631,-0.34,1.727,296.72449,49.532711,14.435
1543,CONFIRMED,0,0,0,0,37.9962369,162.97984,0.00331,-0.00331,0.023,6.7751,0.0935,-0.0935,403.7,2.39,618.0,34.55,37.8,6038.0,121.0,-121.0,4.284,0.137,-0.112,1.191,291.11188,39.949108,14.247
1544,CONFIRMED,0,0,0,0,17.23232894,135.0922,0.00168,-0.00168,0.395,4.5568,0.0508,-0.0508,509.8,2.79,817.0,105.47,64.1,6086.0,133.0,-133.0,4.274,0.137,-0.112,1.216,296.99863,42.78196,14.061
1545,CONFIRMED,0,0,0,0,28.5057217,132.92075,0.00803,-0.00803,0.695,6.324,0.227,-0.227,755.8,2.55,555.0,22.43,20.8,5712.0,169.0,-169.0,4.534,0.048,-0.192,0.87,292.23242,38.89222,15.778
1546,CONFIRMED,0,0,0,0,53.5991459,147.43015,0.00585,-0.00585,0.658,6.811,0.176,-0.176,523.1,2.49,529.0,18.54,23.1,6319.0,169.0,-206.0,4.447,0.052,-0.208,1.032,291.28207,46.965988,14.953
1547,CONFIRMED,0,0,0,0,0.693842661,132.18157,0.00208,-0.00208,0.195,1.6197,0.064,-0.064,49.3,0.83,2161.0,5182.78,28.9,5457.0,81.0,-73.0,4.239,0.228,-0.152,1.196,294.97882,46.00565,12.953
1548,CONFIRMED,0,0,0,0,83.4887405,188.53792,0.00481,-0.00481,0.42,6.21,0.163,-0.163,955.4,2.95,411.0,6.76,24.7,5910.0,176.0,-193.0,4.505,0.052,-0.208,0.94,293.23022,48.281368,15.375
1549,CONFIRMED,0,0,0,0,34.0607677,141.35928,0.00337,-0.00337,0.786,2.471,0.101,-0.101,818.9,2.96,554.0,22.32,20.5,5910.0,176.0,-193.0,4.505,0.052,-0.208,0.94,293.23022,48.281368,15.375
1550,CONFIRMED,0,0,0,0,59.9809868,176.14903,0.00535,-0.00535,0.918,7.588,0.169,-0.169,282.4,2.81,568.0,24.58,25.2,6103.0,122.0,-134.0,4.202,0.149,-0.122,1.383,281.56995,47.398689,13.66
1551,CONFIRMED,0,0,0,0,25.7457957,135.94806,0.00863,-0.00863,0.661,7.073,0.205,-0.205,140.3,1.73,753.0,75.97,19.3,6103.0,122.0,-134.0,4.202,0.149,-0.122,1.383,281.56995,47.398689,13.66
1552,CONFIRMED,0,0,0,0,4.3394569,132.80309,0.00202,-0.00202,0.821,2.3652,0.0607,-0.0607,337.4,2.11,1061.0,300.07,31.6,5330.0,79.0,-79.0,4.366,0.132,-0.108,1.013,294.51767,50.670399,14.822
1553,CONFIRMED,0,0,0,0,2.852348262,132.044534,0.000831,-0.000831,0.295,0.7051,0.0395,-0.0395,1402.9,1.66,621.0,34.95,33.3,3731.0,74.0,-81.0,4.83,0.055,-0.055,0.433,286.59427,37.891258,15.959
1554,CONFIRMED,0,0,0,0,65.6480892,173.30166,0.00665,-0.00665,0.949,5.746,0.231,-0.231,588.7,3.93,485.0,13.04,22.0,5565.0,75.0,-83.0,4.251,0.149,-0.108,1.246,292.2478,47.878448,14.872
1555,FALSE POSITIVE,1,0,0,0,102.653705,222.9895,0.0176,-0.0176,1.184,53.5887,0.0,0.0,687.3,39.16,562.0,23.66,82.1,6711.0,189.0,-260.0,4.097,0.22,-0.18,1.698,293.41794,48.198849,12.678
1556,FALSE POSITIVE,0,0,1,0,0.987338654,131.88155,0.00349,-0.00349,0.002,2.591,0.103,-0.103,26.5,0.98,2669.0,11973.87,25.0,6258.0,173.0,-173.0,3.939,0.292,-0.117,1.896,300.77875,45.110222,11.511
1557,FALSE POSITIVE,0,0,0,1,1.811460943,132.93207,0.00218,-0.00218,0.971,5.065,0.115,-0.115,428.5,2.83,1508.0,1224.37,83.9,5700.0,152.0,-152.0,4.382,0.149,-0.182,1.008,295.47537,45.239979,14.674
1558,CONFIRMED,0,0,0,0,16.07673148,143.39091,0.00337,-0.00337,0.108,2.205,0.106,-0.106,488.0,2.14,724.0,64.75,19.3,5957.0,177.0,-195.0,4.498,0.052,-0.221,0.971,288.47964,47.101768,15.306
1559,CONFIRMED,0,0,0,0,18.87058705,143.95639,0.0029,-0.0029,0.878,3.4701,0.0799,-0.0799,588.0,2.67,701.0,56.97,28.5,6103.0,181.0,-200.0,4.496,0.04,-0.229,0.949,286.892,38.31855,14.562
1560,CONFIRMED,0,0,0,0,17.1369408,141.01497,0.00684,-0.00684,0.03,6.416,0.157,-0.157,362.1,2.05,775.0,85.15,25.4,6218.0,172.0,-216.0,4.421,0.058,-0.217,1.077,283.10385,43.148041,15.004
1561,CONFIRMED,0,0,0,0,26.6951944,143.9999,0.00806,-0.00806,0.136,4.576,0.207,-0.207,132.6,1.4,706.0,58.81,13.4,6086.0,133.0,-133.0,4.274,0.137,-0.112,1.216,296.99863,42.78196,14.061
1562,CONFIRMED,0,0,0,0,6.312508525,132.654418,0.000694,-0.000694,0.029,2.7455,0.0265,-0.0265,1286.0,2.0,575.0,25.94,112.5,4090.0,447.0,-335.0,4.696,0.084,-0.056,0.571,287.89163,39.33913,14.735
1563,CONFIRMED,0,0,0,0,7.1329472,135.99259,0.00468,-0.00468,0.612,4.368,0.129,-0.129,145.0,1.64,1102.0,349.21,27.2,5862.0,105.0,-117.0,4.194,0.182,-0.098,1.307,288.96124,42.265011,13.959
1564,CONFIRMED,0,0,0,0,8.91901228,140.0777,0.00406,-0.00406,0.619,4.141,0.12,-0.12,180.6,1.84,1023.0,258.92,29.6,5862.0,105.0,-117.0,4.194,0.182,-0.098,1.307,288.96124,42.265011,13.959
1565,FALSE POSITIVE,0,0,1,0,2.392630668,133.7861,0.00237,-0.00237,0.909,1.3705,0.066,-0.066,101.5,1.33,1418.0,955.41,20.5,5716.0,103.0,-114.0,4.343,0.115,-0.115,1.091,285.13831,45.004539,13.482
1566,CONFIRMED,0,0,0,0,17.6700291,131.60103,0.00594,-0.00594,0.932,6.693,0.188,-0.188,348.4,2.89,778.0,86.37,25.0,5795.0,78.0,-78.0,4.265,0.15,-0.112,1.247,295.48123,40.731979,14.874
1567,CONFIRMED,0,0,0,0,108.593113,173.75198,0.0084,-0.0084,0.007,7.989,0.234,-0.234,338.2,1.68,374.0,4.64,24.3,5678.0,113.0,-102.0,4.409,0.132,-0.088,0.921,285.69199,45.689388,14.033
1568,CONFIRMED,0,0,0,0,19.9865916,135.52265,0.00543,-0.00543,0.962,4.391,0.324,-0.324,648.0,4.22,720.0,63.67,21.8,5500.0,82.0,-71.0,4.218,0.195,-0.12,1.238,288.61792,48.098412,15.699
1569,CONFIRMED,0,0,0,0,12.12580644,142.10763,0.00601,-0.00601,0.805,3.289,0.177,-0.177,327.5,2.5,851.0,123.78,14.0,5500.0,82.0,-71.0,4.218,0.195,-0.12,1.238,288.61792,48.098412,15.699
